review,rating,sentiment,language
bro bhel puri was mid,1,bad,english
chai try cheyakandi mood off,1,bad,telugu
sandwich tinda mele super aithu feel aaithu,5,good,kannada
toast is straight l food,2,bad,english
bhai samosa full mast,5,good,hindi
mess rasgulla full ella illa,1,bad,kannada
bonda try cheyakandi mood off,2,bad,telugu
pasta hits different lit,5,good,english
bhai sach mein tadka dal khana hi nahi,1,bad,hindi
toor dal try madi maja bandide,5,good,kannada
bro the pasta was slaps,5,good,english
mess moong dal lowkey straight garbage,1,bad,english
boiled egg try chesthe superb ga undi,5,good,telugu
tried vada pav and it was no cap good,4,good,english
mess alli coffee maja bandide,4,good,kannada
momos khake faltu feel,1,bad,punjabi
dal fry try karo solid taste,5,good,punjabi
mess ch appam kamaal si,4,good,punjabi
pav bhaji tini tarvata feel tasty ga undi,5,good,telugu
mess ch vada pav kamaal si,5,good,punjabi
dal fry try karo ekdum zabardast hai,5,good,hindi
vada pav skip karo mood kharab ho gayi hai,1,bad,punjabi
mess ka chai khana hi nahi,1,bad,hindi
bhai sach mein bhel puri bilkul ghatiya,1,bad,hindi
yaar toast to ekdum ekdum zabardast,4,good,hindi
boiled egg hits different top tier,5,good,english
bajji tini tarvata feel perfect ga undi,5,good,telugu
moong dal try chesthe manchi,5,good,telugu
mess da pulao taste zero,3,bad,punjabi
seriously pizza khali waste,1,bad,telugu
mess appam is crazy good,5,good,english
mess da pasta ghatiya si,1,bad,punjabi
bhai sach mein gulab jamun khana hi nahi,1,bad,hindi
full puttu maja bandide bro,4,good,kannada
mess vada pav lowkey zero stars,1,bad,english
bhai sach mein kachori ulti aa gayi,2,bad,hindi
appam kemp agide guru,2,bad,kannada
mess mein sandwich perfect tha tha,5,good,hindi
omelette khake ghatiya si feel,3,bad,punjabi
medu vada khake ulti aa gayi feel,1,bad,hindi
mess appam disgusting,2,bad,telugu
ninna dal fry tinte mast undi anipinchindi,4,good,telugu
nah soup is mid,2,bad,english
toor dal try karo lajawab hai,5,good,hindi
nah bhajji is not it,2,bad,english
bajji khake kamaal feel hoya,4,good,punjabi
bro omelette was ruined my day,1,bad,english
gobi paratha tini tarvata feel manchi,4,good,telugu
bhai lassi perfect tha,5,good,hindi
ninna coffee tinte mast undi anipinchindi,4,good,telugu
toor dal skip maadi bekagilla,2,bad,kannada
seriously gobi paratha disgusting,2,bad,telugu
kachori try cheyakandi baledu bro,1,bad,telugu
jalebi mat khao bohot kharab hai,1,bad,hindi
bro bhel puri was mid,2,bad,english
pav bhaji mood kharab ho gayi hai yaar,1,bad,punjabi
aloo paratha tinda mele perfect feel aaithu,5,good,kannada
yaar momos to ekdum kamaal ka,4,good,hindi
yaar bonda to ekdum full mast,5,good,hindi
samosa khake lajawab si feel hoya,5,good,punjabi
pizza tini tarvata disgusting,1,bad,telugu
sheera mat khao ulti aa gayi hai,2,bad,hindi
nah poori is not it,1,bad,english
bhai jalebi daab aa gayi hai,5,good,punjabi
full bhajji tasty bandu bro,5,good,kannada
rasgulla bekagilla guru,1,bad,kannada
kachori khake bahut tasty feel aaya,5,good,hindi
mess chai iz slaps,5,good,english
mess samosa lowkey disgusting af,2,bad,english
soup try cheyakandi taste leka,2,bad,telugu
bh sach mein halwa ulti aa gayi,2,bad,hindi
toor dal bewakoof banaya h bh,1,bad,hindi
rasgulla try cheyakandi khali waste,1,bad,telugu
mess jalebi full bekagilla,2,bad,kannada
bonda mood off undi bro,1,bad,telugu
vada pav khake zabardast si feel hoya,4,good,punjabi
bro chai full sakkath aithu,5,good,kannada
bro the jalebi was bussin,4,good,english
yaar gulab jamun ekdum kamaal si,4,good,punjabi
mess bajji pani pattadu,3,bad,telugu
mess ch rasgulla daab aa gayi si,5,good,punjabi
yaar momos to ekdum bahut tasty,5,good,hindi
toor dal try madi full sakkath,5,good,kannada
full uppit full sakkath bruh,4,good,kannada
poori tinda mele nalla aithu feel aaithu,4,good,kannada
tried dhokla regret straight garbage,1,bad,english
coffee iz straight dizgusting af,1,bad,english
halwa is straight straight garbage,3,bad,english
coffee tinda mele yummy feel aaithu,5,good,kannada
mess ch burger solid taste si,5,good,punjabi
mess lo poori baga tasty undi,5,good,telugu
mess mein pakoda maja aa gaya full tha,4,good,hindi
nah moong dal is trash,1,bad,english
mess ka cutlet bohot kharab,3,bad,hindi
mess da poori taste zero,1,bad,punjabi
bhai sach mein puttu paisa barbaad,1,bad,hindi
mess da aloo paratha zahar,1,bad,punjabi
nah cutlet is trash,3,bad,english
mess dhokla lowkey zero stars,2,bad,english
bro coffee was straight garbage,3,bad,english
mess fried rice baledu bro,2,bad,telugu
rasgulla bewakoof banaya hai bhai,1,bad,hindi
mess chai baledu bro,2,bad,telugu
bro pasta was ruined my day,2,bad,english
bro the scrambled egg was crazy good,4,good,english
mess sandwich is fire,4,good,english
bhajji khake bewakoof banaya feel,2,bad,hindi
scrambled egg skip maadi ella illa,3,bad,kannada
moong dal tinda mele super aithu feel aaithu,5,good,kannada
yaar bhel puri ekdum kamaal si,5,good,punjabi
cutlet ella illa guru,2,bad,kannada
mess bonda disgusting,1,bad,telugu
seriously bro sandwich bekagilla,1,bad,kannada
lassi tinda mele super aithu feel aaithu,5,good,kannada
aloo paratha skip maadi taste illa bro,2,bad,kannada
burger try madi maja bandide,4,good,kannada
mess scrambled egg full disgusting aithu,2,bad,kannada
pulao try karo lajawab si,4,good,punjabi
full pizza nalla aithu bro,4,good,kannada
mess kachori pani pattadu,2,bad,telugu
seriously bro appam bekagilla,2,bad,kannada
pav bhaji khake taste zero feel,1,bad,punjabi
tried pongal regret mid,1,bad,english
mess ch gobi paratha zabardast si si,5,good,punjabi
bhai seriously bajji regret ho reha,2,bad,punjabi
mess pav bhaji pani pattadu,1,bad,telugu
mess lo fried rice superb ga undi undi,5,good,telugu
seriously samosa baledu bro,2,bad,telugu
mess ch gulab jamun zabardast si si,5,good,punjabi
kachori skip karo zahar hai,2,bad,punjabi
sandwich try chesthe baga tasty,5,good,telugu
noodles try chesthe superb ga undi,4,good,telugu
cutlet try chesthe tasty ga undi,5,good,telugu
dal fry try karo zabardast si,4,good,punjabi
mess toor dal full waste piece,2,bad,kannada
kesari try chesda full enjoy,5,good,telugu
nah rasgulla is mid,1,bad,english
gobi paratha tinda mele full sakkath feel aaithu,4,good,kannada
momos mat khao khana hi nahi hai,1,bad,hindi
bonda try karo zabardast si,5,good,punjabi
manchurian khake ghatiya si feel,1,bad,punjabi
bhai sach mein sandwich paisa barbaad,2,bad,hindi
rasgulla khake taste zero feel,2,bad,punjabi
mess mein toor dal lajawab tha,4,good,hindi
mess noodles full kemp agide,1,bad,kannada
tried halwa regret disgusting af,1,bad,english
bhai sach mein rasgulla bilkul ghatiya,2,bad,hindi
toast tinda mele bekagilla,3,bad,kannada
bhai sheera ekdum zabardast,5,good,hindi
yaar sheera ekdum lajawab si si,5,good,punjabi
mess mein bajji lajawab tha,5,good,hindi
kesari taste illa bro guru,2,bad,kannada
manchurian tinda mele yummy feel aaithu,4,good,kannada
tried dal fry regret mid,2,bad,english
bro masoor dal was not it,1,bad,english
bhai seriously halwa na khao,1,bad,punjabi
seriously bro dhokla bekagilla,2,bad,kannada
bhai seriously soup faltu,1,bad,punjabi
samosa zahar hai yaar,2,bad,punjabi
mess bhajji baledu bro,2,bad,telugu
yaar uppit to ekdum bahut tasty,5,good,hindi
yaar sandwich ekdum daab aa gayi si,5,good,punjabi
yaar manchurian ekdum lajawab si si,5,good,punjabi
bhai lassi full mast hai,5,good,punjabi
maggi khake bewakoof banaya feel,1,bad,hindi
burger skip maadi kemp agide,2,bad,kannada
aloo paratha khake lajawab feel aaya,5,good,hindi
sandwich tini tarvata feel manchi,5,good,telugu
soup baledu bruh undi bruh,1,bad,telugu
bro puttu perfect ga undi,4,good,telugu
fried rice try madi perfect,5,good,kannada
rasgulla tinda mele nalla aithu feel aaithu,5,good,kannada
yaar masoor dal ekdum ekdum perfect si,5,good,punjabi
aloo paratha regret ho reha hai yaar,1,bad,punjabi
mess lo vada pav mast undi undi,4,good,telugu
mess mein bhajji ekdum zabardast tha,5,good,hindi
kachori tinda mele waste piece,2,bad,kannada
bro boiled egg maja bandide aithu,4,good,kannada
rasgulla khake ekdum perfect feel hoya,4,good,punjabi
mess ch appam kamaal si,5,good,punjabi
halwa hits different top tier,5,good,english
mess pav bhaji khali waste,1,bad,telugu
bro toor dal perfect aithu,4,good,kannada
mess ch pizza lajawab si si,5,good,punjabi
mess gulab jamun full mood spoil,2,bad,kannada
burger skip maadi waste piece,2,bad,kannada
seriously bro moong dal ella illa,2,bad,kannada
bro samosa was ruined my day,1,bad,english
cutlet tini tarvata khali waste,1,bad,telugu
gobi paratha try cheyakandi pani pattadu,1,bad,telugu
chai tinda mele nalla aithu feel aaithu,4,good,kannada
bhai vada pav ekdum zabardast,4,good,hindi
noodles khake solid taste feel hoya,5,good,punjabi
puttu tini tarvata feel manchi,5,good,telugu
toor dal mood kharab ho gayi hai yaar,2,bad,punjabi
bhai sach mein uppit khana hi nahi,1,bad,hindi
aloo paratha tinda mele super aithu feel aaithu,4,good,kannada
bruh da coffee was crazy good,5,good,english
bro toast was mid,2,bad,english
gulab jamun skip karo zahar hai,1,bad,punjabi
bhel puri khake lajawab si feel hoya,4,good,punjabi
ninna masoor dal tinte superb ga undi anipinchindi,5,good,telugu
burger is straight L food,1,bad,english
bro burger super aithu aithu,5,good,kannada
bhai sandwich lajawab si hai,4,good,punjabi
bhai masoor dal kamaal ka,5,good,hindi
tried uppit regret disgusting af,1,bad,english
mess lo pizza full enjoy undi,4,good,telugu
masoor dal is straight straight garbage,1,bad,english
mess mein maggi perfect tha tha,5,good,hindi
mess chana dal full taste illa bro,1,bad,kannada
pizza try chesthe manchi,5,good,telugu
mess mein chai ekdum zabardast tha,4,good,hindi
mess alli aloo paratha super aithu,5,good,kannada
aloo paratha try karo lajawab h,5,good,hindi
yo rasgulla was straight up no cap good,5,good,english
yo bhel puri was straight up no cap good,5,good,english
yaar boiled egg ekdum zabardast si si,5,good,punjabi
ninna masoor dal tinte superb ga undi anipinchindi,5,good,telugu
appam regret ho reha hai yaar,2,bad,punjabi
sandwich tini tarvata taste leka,3,bad,telugu
fried rice khake solid taste feel hoya,4,good,punjabi
bro pulao was ruined my day,1,bad,english
moong dal mood off undi bro,1,bad,telugu
mess da bhajji zahar,1,bad,punjabi
tried chai and it was absolutely fire,5,good,english
seriously coffee mood off,2,bad,telugu
mess coffee full taste illa bro,2,bad,kannada
masoor dal try karo kamaal,5,good,punjabi
chana dal khake maja aa gaya full feel aaya,4,good,hindi
yaar uppit ekdum solid taste si,5,good,punjabi
seriously kesari taste leka,3,bad,telugu
mess pizza lowkey disgusting af,1,bad,english
mess ch chai ekdum perfect si,5,good,punjabi
bro masoor dal superb ga undi,5,good,telugu
aloo paratha skip maadi bekagilla,2,bad,kannada
bhai seriously dal fry zahar,2,bad,punjabi
mess pizza full taste illa bro,2,bad,kannada
jalebi try madi full sakkath,5,good,kannada
yaar pakoda to ekdum lajawab,4,good,hindi
chana dal khana hi nahi hai bhai,2,bad,hindi
chai skip karo regret ho reha hai,1,bad,punjabi
burger mat khao bilkul ghatiya hai,1,bad,hindi
bhai samosa kamaal hai,4,good,punjabi
yaar bonda ekdum daab aa gayi si,5,good,punjabi
seriously rasgulla pani pattadu,2,bad,telugu
bajji mood spoil guru,1,bad,kannada
scrambled egg try chesthe perfect ga undi,4,good,telugu
bhai maggi kamaal ka,4,good,hindi
ninna pulao tinte baga tasty anipinchindi,5,good,telugu
ninna rasgulla tinte mast undi anipinchindi,5,good,telugu
yo poori was straight up top tier,4,good,english
nah manchurian is trash,2,bad,english
yo vada pav was straight up absolutely fire,4,good,english
nah masoor dal is disgusting af,1,bad,english
bhel puri eat cheyaleka undi bro,1,bad,telugu
mess mein chana dal kamaal ka tha,4,good,hindi
tadka dal khake ghatiya si feel,2,bad,punjabi
rasgulla taste zero hai yaar,3,bad,punjabi
noodles try karo daab aa gayi,5,good,punjabi
cutlet khake full mast feel aaya,5,good,hindi
mess ch appam zabardast si si,5,good,punjabi
pizza disgusting undi bro,2,bad,telugu
nah boiled egg is trash,1,bad,english
seriously medu vada disgusting,3,bad,telugu
medu vada taste illa bro guru,2,bad,kannada
poori baledu bro undi bro,1,bad,telugu
dal fry skip karo taste zero hai,1,bad,punjabi
bro gulab jamun perfect aithu,5,good,kannada
bhel puri tinda mele waste piece,2,bad,kannada
vada pav dizgusting undi bro,2,bad,telugu
mess cutlet is crazy good,5,good,english
bhai pasta maja aa gaya full,5,good,hindi
mess scrambled egg is lit,4,good,english
appam try cheyakandi taste leka,1,bad,telugu
full chana dal maja bandide bro,4,good,kannada
pakoda mat khao paisa barbaad hai,1,bad,hindi
bh poori zabardast si h,5,good,punjabi
mess ch coffee kamaal si,5,good,punjabi
nah burger is zero stars,1,bad,english
bhai sach mein kesari bewakoof banaya,2,bad,hindi
nah pulao is trash,3,bad,english
seriously bro omelette bekagilla,1,bad,kannada
pakoda khali waste undi bro,1,bad,telugu
poori try chesthe manchi,5,good,telugu
aloo paratha hits different top tier,4,good,english
mess alli toor dal full sakkath,4,good,kannada
mess boiled egg pani pattadu,2,bad,telugu
bhai uppit solid taste hai,4,good,punjabi
bhajji is straight not it,1,bad,english
bhai aloo paratha full mast,5,good,hindi
mess pasta pani pattadu,2,bad,telugu
mess ka dhokla bewakoof banaya,2,bad,hindi
mess masoor dal is legendary,5,good,english
momos skip maadi bekagilla,1,bad,kannada
pulao is straight zero stars,1,bad,english
mess ka pasta ulti aa gayi,1,bad,hindi
mess ka pongal bohot kharab,1,bad,hindi
samosa skip karo na khao hai,1,bad,punjabi
yo tadka dal was straight up lit,5,good,english
pav bhaji skip karo zahar hai,1,bad,punjabi
mess lo lassi perfect ga undi undi,5,good,telugu
mess mein pasta perfect tha tha,5,good,hindi
boiled egg try karo perfect tha h,4,good,hindi
mess puttu khali waste,2,bad,telugu
mess ka omelette bohot kharab,1,bad,hindi
bhai noodles ekdum perfect hai,5,good,punjabi
mess ka fried rice bewakoof banaya,1,bad,hindi
mess fried rice lowkey mid,2,bad,english
pulao mat khao khana hi nahi hai,2,bad,hindi
seriously bhel puri khali waste,2,bad,telugu
mess alli appam nalla aithu,4,good,kannada
bhai seriously pav bhaji na khao,2,bad,punjabi
bro pizza was trash,1,bad,english
mess ch medu vada full mast si,5,good,punjabi
pasta tinda mele nalla aithu feel aaithu,5,good,kannada
mess da burger zahar,1,bad,punjabi
fried rice ulti aa gayi hai bhai,2,bad,hindi
bro pav bhaji tasty ga undi,5,good,telugu
ninna kesari tinte mast undi anipinchindi,5,good,telugu
yo chana dal was straight up slaps,4,good,english
full rasgulla full sakkath bro,5,good,kannada
bhel puri try cheyakandi dizgusting,2,bad,telugu
full momos yummy bro,4,good,kannada
dhokla tini tarvata taste leka,2,bad,telugu
bhai seriously chai zahar,1,bad,punjabi
mess soup is lit,4,good,english
bro soup nalla aithu aithu,4,good,kannada
toor dal try cheyakandi baledu bruh,2,bad,telugu
omelette try karo solid taste,4,good,punjabi
mess alli burger nalla aithu,5,good,kannada
mess pizza baledu bro,1,bad,telugu
sheera hits different bussin,4,good,english
chana dal tini tarvata pani pattadu,1,bad,telugu
nah coffee is trash,1,bad,english
mess mein poori kamaal ka tha,5,good,hindi
bruh pulao was trash,2,bad,english
bro the appam was top tier,5,good,english
mess da poori mood kharab ho gayi,3,bad,punjabi
kachori tini tarvata feel mast undi,5,good,telugu
pizza skip maadi bekagilla,3,bad,kannada
ninna soup tinte perfect ga undi anipinchindi,5,good,telugu
chai try karo kamaal,4,good,punjabi
tried soup and it was absolutely fire,5,good,english
mess pizza is slaps,5,good,english
bhai seriously kachori faltu,2,bad,punjabi
seriously bajji eat cheyaleka,1,bad,telugu
mess maggi eat cheyaleka,1,bad,telugu
boiled egg khake bewakoof banaya feel,3,bad,hindi
mess lassi lowkey zero stars,2,bad,english
pizza skip maadi mood spoil,3,bad,kannada
bro uppit yummy aithu,4,good,kannada
mess mein momos perfect tha tha,5,good,hindi
bhai masoor dal full mast hai,5,good,punjabi
mess ch scrambled egg solid taste si,5,good,punjabi
bhai manchurian solid taste hai,5,good,punjabi
mess alli halwa nalla aithu,5,good,kannada
rasgulla na khao hai yaar,1,bad,punjabi
puttu try karo perfect tha hai,5,good,hindi
sandwich try karo lajawab si,4,good,punjabi
bonda khake lajawab si feel hoya,5,good,punjabi
bro toor dal was not it,1,bad,english
dal fry mat khao khana hi nahi hai,1,bad,hindi
mess ka noodles bohot kharab,1,bad,hindi
puttu taste zero hai yaar,3,bad,punjabi
yaar medu vada ekdum full mast si,5,good,punjabi
kachori try chesthe mast undi,4,good,telugu
bhai appam zabardast si hai,4,good,punjabi
bhajji is straight not it,1,bad,english
tried pongal and it was no cap good,5,good,english
appam try karo lajawab hai,5,good,hindi
mess ka dal fry ulti aa gayi,1,bad,hindi
yaar pulao to ekdum bahut tasty,5,good,hindi
appam mat khao khana hi nahi hai,2,bad,hindi
bajji bekagilla guru,2,bad,kannada
mess lo bonda baga tasty undi,5,good,telugu
pakoda try karo perfect tha hai,5,good,hindi
mess omelette full kemp agide,1,bad,kannada
gobi paratha try cheyakandi disgusting,2,bad,telugu
mess pakoda full ella illa,1,bad,kannada
mess maggi khali waste,1,bad,telugu
bhel puri is straight disgusting af,2,bad,english
jalebi taste illa bro guru,1,bad,kannada
pakoda tinda mele kemp agide,2,bad,kannada
kesari try karo full mast,5,good,punjabi
jalebi taste illa bro guru,1,bad,kannada
tried bhel puri regret trash,2,bad,english
